,belongs_to_collection,genres,id,overview,popularity,production_companies,status,tagline,title,vote_average,vote_count,director
17903,,"Action, Adventure, Thriller",49021,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",8.046632,"[{'name': 'Current Entertainment', 'id': 972}, {'name': 'Omnilab Media', 'id': 2729}, {'name': 'Ambience Entertainment', 'id': 3427}, {'name': 'International Traders', 'id': 6408}, {'name': 'Open Road Films', 'id': 10427}, {'name': 'Sighvatsson Films', 'id': 11369}, {'name': 'Palomar Pictures (II)', 'id': 11371}, {'name': 'Film Victoria', 'id': 11840}, {'name': 'Wales Creative IP Fund', 'id': 11841}]",Released,May the best man live.,Killer Elite,6.1,703.0,['Gary McKendry']
11111,The Pink Panther (Original) Collection,"Crime, Comedy",36576,"Inspector Clouseau disappears, and the Surete wants the world's second best detective to look for him. However, Clouseau's enemy, Dreyfus, rigs the Surete's computer to select, instead, the world's WORST detective, NYPD Sgt. Clifton Sleigh. Sleigh obtusely bungles his way past assassins and corrupt officials as though he were Clouseau's American cousin.",8.046375,"[{'name': 'United Artists', 'id': 60}, {'name': 'Titan Productions', 'id': 1582}, {'name': 'Blake Edwards', 'id': 6407}]",Released,,Curse of the Pink Panther,3.6,42.0,['Blake Edwards']
26066,,Comedy,72359,The story follows what happens when a child psychologist surprises his girlfriend by showing up at her political family's annual get-together at their Sag Harbor vacation home only to find them desperately in need of therapy.,8.043632,"[{'name': '34th Street Films', 'id': 5984}, {'name': 'Homegrown Pictures', 'id': 8840}]",Released,,Peeples,5.6,26.0,['Tina Gordon Chism']
1633,Home Alone Collection,"Comedy, Family",9714,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try break into his house to get it back.",8.04209,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]",Released,Ready for more. Much more.,Home Alone 3,5.1,632.0,['Raja Gosnell']
19306,,"Action, Thriller",122924,A seasoned assassin plays both sides in a Russian gang war and becomes the target of an unknown enemy.,8.04066,"[{'name': 'Motion Picture Corporation of America', 'id': 2090}, {'name': 'Mediapro Studios', 'id': 8624}, {'name': 'Throttle Films', 'id': 25263}]",Released,"When killers collide, every bullet counts.",One in the Chamber,4.6,39.0,['William Kaufman']
502,,"Crime, Drama, Thriller",9559,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",8.040589,"[{'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]",Released,,A Perfect World,7.2,376.0,['Clint Eastwood']
1244,Fantasia Collection,"Animation, Family, Music",756,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",8.03796,"[{'name': 'Walt Disney Pictures', 'id': 2}]",Released,The most sensational sound you'll ever see!,Fantasia,7.2,831.0,"['Samuel Armstrong', 'James Algar', 'William Roberts', 'Paul Satterfield', 'Hamilton Luske', 'Jim Handley', 'Ford Beebe', 'T. Hee', 'Wilfred Jackson', 'Ben Sharpsteen', 'Norman Ferguson', 'David Hand']"
2702,Universal Soldier Collection,"Thriller, Action, Science Fiction, Crime",9349,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",8.035769,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'StudioCanal', 'id': 694}, {'name': 'IndieProd Company Productions', 'id': 959}, {'name': 'Carolco Pictures', 'id': 14723}]",Released,The future has a bad attitude.,Universal Soldier,5.8,382.0,['Roland Emmerich']
2506,,"Horror, Science Fiction",28941,"A group of teenagers that work at the mall all get together for a late night party in one of the stores. When the mall goes on lock down before they can get out, the robot security system activates after a malfunction and goes on a killing spree. One by one the three bots try to rid the mall of the ""intruders"". The only weapons the kids can use are the supplies in other stores, or if they can make it till morning when the mall opens back up.",8.034105,"[{'name': 'Concorde Pictures', 'id': 4527}, {'name': 'Trinity Pictures', 'id': 11136}]",Released,Tonight Park Plaza Mall switches on the world's toughest security force. Absolutely nothing can go wrong...,Chopping Mall,5.5,58.0,['Jim Wynorski']
7885,,"Drama, Romance, Thriller",17645,"A young novelist, Richard Harland, meets beautiful Ellen Berent on a train where they fall in love and are soon married. When tragedies take first his handicapped young brother, then his unborn son from him, Harland gradually realises that his wife's insane jealousy may be the cause of the tragedies in his life. Yet another shock awaits them all, as Ellen's emotions become uncontrollable.",8.033213,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",Released,Hers was the deadliest of the seven sins.,Leave Her to Heaven,7.0,50.0,['John M. Stahl']
6868,Highlander Collection,"Action, Fantasy, Science Fiction",8010,"In the year 2025, the ozone layer is believed to have been destroyed. It is up to MacLeod and Rameriz to set things right. Opposition comes from both the planet Ziest (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Ziest.",8.032638,"[{'name': 'Lamb Bear Entertainment', 'id': 2333}]",Released,It's a kind of magic.,Highlander II: The Quickening,4.5,213.0,['Russell Mulcahy']
13429,,"Drama, Romance",10362,A depressed man moves back in with his parents following a recent heartbreak.,8.032616,"[{'name': '2929 Productions', 'id': 846}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Tempesta Films', 'id': 4384}]",Released,,Two Lovers,6.6,157.0,['James Gray']
5658,,"Drama, Music, Romance",17450,"A musical set in the great Busby Berkeley style. In Chicago during the depression, sheet music salesman, Arthur Parker, is trying to sell his products, but it's not easy to convince unwilling music store owners to buy them. Although he's already married to the somewhat drab Joan, when he meets school teacher Eileen in a music store, he falls in love with her.",8.031761,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Hera Productions', 'id': 16192}]",Released,"There's a world on both sides of the rainbow where songs come true and every time it rains, it rains...",Pennies from Heaven,6.3,25.0,['Herbert Ross']
20192,The Collector Collection,"Horror, Thriller",134597,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",8.031713,"[{'name': 'Fortress Features', 'id': 5176}, {'name': 'LD Entertainment', 'id': 10285}]",Released,Every great collector has a vision.,The Collection,5.9,294.0,['Marcus Dunstan']
12078,,"Comedy, Drama, Romance, Fantasy, Music",13501,"Gary, a musician, is trapped in an unhappy relationship with his live-in lover, Dora. He becomes enthralled with a beautiful seductress who enters his dreams, and tries to control his dream-state so he can spend more and more time with her. When Gary sees his mystery woman's face on a bus billboard, he discovers she is real, and fate brings him an opportunity to meet her.",8.031164,"[{'name': 'Destination Films', 'id': 769}, {'name': 'Tempesta Films', 'id': 4384}, {'name': 'Good Night Productions', 'id': 4385}]",Released,Dreaming is believing.,The Good Night,5.7,41.0,['Jake Paltrow']
14917,,"Adventure, Drama, History",26428,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",8.029671,"[{'name': 'Himenóptero', 'id': 784}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Mod Producciones', 'id': 5444}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'Government of Malta', 'id': 19927}]",Released,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,6.9,404.0,['Alejandro Amenábar']
34206,,"Adventure, Family",74945,"Occupied France; Lebrac leads a play war between two rival kid gangs, but a girl he likes, who's Jewish, is in danger of being discovered by local Nazi sympathisers. Lebrac and the village must now respond to the reality of what's happening.",8.028926,"[{'name': 'La Petite Reine', 'id': 1992}]",Released,,War of the Buttons,5.8,119.0,['Christophe Barratier']
6283,,"Horror, Thriller",29514,"Two horror segments based on Edgar Allan Poe stories set in and around the city of Pittsburgh. ""The Facts in the Case of M. Valdemar"" concerns a cheating wife who is trying to scam her dying husband out of millions by having her doctor/hypnotist lover hypnotize the geezer into signing his dough over to her. The old man dies while under hypnosis and is stuck in the limbo between the here and the hereafter. The door to the physical world is opened and the undead attempt to enter it. ""Black Cat"" is the story of Rodd Usher, an alcoholic photographer/artist, who descends into madness after he kills a stray cat that his live-in girlfriend Annabelle brings home. One murder leads to another, and the complex cover-ups begin.",8.027314,[],Released,When I wake you... you'll be dead,Two Evil Eyes,6.1,36.0,"['George A. Romero', 'Dario Argento']"
2912,,"Crime, Drama",476,"Bob and his friends Dianne, Rick and Nadine have been drug addicts for years and live from one high to the next. Gus Van Sant attempts to show an intimate look into the lives of heroin addicts with his film Drugstore Cowboy.",8.026112,"[{'name': 'Avenue Pictures Productions', 'id': 251}]",Released,,Drugstore Cowboy,7.0,117.0,['Gus Van Sant']
6441,Spy Kids Collection,"Action, Adventure, Comedy, Family, Science Fiction",12279,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",8.025145,"[{'name': 'Dimension Films', 'id': 7405}]",Released,3rd Mission. 3rd Dimension.,Spy Kids 3-D: Game Over,4.7,525.0,['Robert Rodriguez']
12135,,"Comedy, Romance, Drama",6615,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.",8.025118,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Lars Productions', 'id': 19731}]",Released,The search for true love begins outside the box.,Lars and the Real Girl,7.1,517.0,['Craig Gillespie']
1182,,"Action, Crime, Drama, Thriller",10835,"Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",8.019837,"[{'name': 'Film Workshop', 'id': 3618}, {'name': 'Long Shong Pictures', 'id': 5551}, {'name': 'Golden Princess Film Production Limited', 'id': 6213}]",Released,One Vicious Hitman. One Fierce Cop. Ten Thousand Bullets.,The Killer,7.6,179.0,['John Woo']
5317,,"Action, Drama, Western",27945,"John Russell, disdained by his ""respectable"" fellow stagecoach passengers because he was raised by Indians, becomes their only hope for survival when they are set upon by outlaws.",8.019495,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hombre Productions', 'id': 22064}]",Released,Hombre means man... Paul Newman is Hombre!,Hombre,7.2,55.0,['Martin Ritt']
42301,,"Action, Crime, Science Fiction, Thriller",414190,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",8.015815,"[{'name': 'NetFlix', 'id': 8858}, {'name': 'Pretty Pictures', 'id': 8875}, {'name': 'XYZ Films', 'id': 12142}, {'name': 'Wigwam Films', 'id': 55142}]",Released,His powers are his curse,iBoy,6.0,315.0,['Adam Randall']
